HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Synonyms	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:32555	SCARNA1	small Cajal body-specific RNA 1	Approved	RNA, small nucleolar		ACA35	1p35.3	677774	ENSG00000252947		847	Small Cajal body-specific RNAs
HGNC:32567	SCARNA10	small Cajal body-specific RNA 10	Approved	RNA, small nucleolar		U85	12p13.31	692148	ENSG00000239002	OTTHUMG00000169160	847	Small Cajal body-specific RNAs
HGNC:32568	SCARNA11	small Cajal body-specific RNA 11	Approved	RNA, small nucleolar		ACA57	12p13.31	677780	ENSG00000251898		847	Small Cajal body-specific RNAs
HGNC:32569	SCARNA12	small Cajal body-specific RNA 12	Approved	RNA, small nucleolar		U89	12p13.31	677777	ENSG00000238795		847	Small Cajal body-specific RNAs
HGNC:32570	SCARNA13	small Cajal body-specific RNA 13	Approved	RNA, small nucleolar		U93	14q32.12	677768	ENSG00000252481		847	Small Cajal body-specific RNAs
HGNC:32571	SCARNA14	small Cajal body-specific RNA 14	Approved	RNA, small nucleolar		U100	15q22.31	692149	ENSG00000252712		847	Small Cajal body-specific RNAs
HGNC:32572	SCARNA15	small Cajal body-specific RNA 15	Approved	RNA, small nucleolar		ACA45	15q25.2	677778	ENSG00000277864		847	Small Cajal body-specific RNAs
HGNC:32573	SCARNA16	small Cajal body-specific RNA 16	Approved	RNA, small nucleolar		ACA47	17q25.2	677781	ENSG00000275143		847	Small Cajal body-specific RNAs
HGNC:32574	SCARNA17	small Cajal body-specific RNA 17	Approved	RNA, small nucleolar		mgU12-22/U4-8, U91	18q21.1	677769	ENSG00000251992	OTTHUMG00000179829	847	Small Cajal body-specific RNAs
HGNC:32559	SCARNA18	small Cajal body-specific RNA 18	Approved	RNA, small nucleolar		U109, SCARNA18A	5q14.2	677765	ENSG00000238835		847	Small Cajal body-specific RNAs
HGNC:32558	SCARNA2	small Cajal body-specific RNA 2	Approved	RNA, small nucleolar		mgU2-25/61, HBII-382	1q13.1	677766	ENSG00000278249	OTTHUMG00000184013	847	Small Cajal body-specific RNAs
HGNC:32578	SCARNA20	small Cajal body-specific RNA 20	Approved	RNA, small nucleolar		ACA66	17q23.2	677681	ENSG00000252577		847	Small Cajal body-specific RNAs
HGNC:32579	SCARNA21	small Cajal body-specific RNA 21	Approved	RNA, small nucleolar		ACA68, SCARNA21A	17p13.1	677763	ENSG00000252835		847	Small Cajal body-specific RNAs
HGNC:32580	SCARNA22	small Cajal body-specific RNA 22	Approved	RNA, small nucleolar		ACA11	4p16.3	677770	ENSG00000249784	OTTHUMG00000161833	847	Small Cajal body-specific RNAs
HGNC:32581	SCARNA23	small Cajal body-specific RNA 23	Approved	RNA, small nucleolar		ACA12	Xp22.11	677773	ENSG00000251869		847	Small Cajal body-specific RNAs
HGNC:50385	SCARNA26A	small Cajal body-specific RNA 26A	Approved	RNA, small nucleolar			1q22	106633810			847	Small Cajal body-specific RNAs
HGNC:51394	SCARNA26B	small Cajal body-specific RNA 26B	Approved	RNA, small nucleolar			1q22	106633816			847	Small Cajal body-specific RNAs
HGNC:33614	SCARNA27	small Cajal body-specific RNA 27	Approved	RNA, small nucleolar			6p24.3	100124533			847	Small Cajal body-specific RNAs
HGNC:50388	SCARNA28	small Cajal body-specific RNA 28	Approved	RNA, small nucleolar		ZL1	7q22.1	106633801			847	Small Cajal body-specific RNAs
HGNC:32577	SCARNA3	small Cajal body-specific RNA 3	Approved	RNA, small nucleolar		HBI-100	1q25.1	677679	ENSG00000252906		847	Small Cajal body-specific RNAs
HGNC:32560	SCARNA4	small Cajal body-specific RNA 4	Approved	RNA, small nucleolar		ACA26	1q22	677771	ENSG00000280466		847	Small Cajal body-specific RNAs
HGNC:32561	SCARNA5	small Cajal body-specific RNA 5	Approved	RNA, small nucleolar		U87	2q37.1	677775	ENSG00000252010		847	Small Cajal body-specific RNAs
HGNC:32562	SCARNA6	small Cajal body-specific RNA 6	Approved	RNA, small nucleolar		U88	2q37.1	677772	ENSG00000251791		847	Small Cajal body-specific RNAs
HGNC:32563	SCARNA7	small Cajal body-specific RNA 7	Approved	RNA, small nucleolar		U90	3q25.22	677767	ENSG00000238741		847	Small Cajal body-specific RNAs
HGNC:32564	SCARNA8	small Cajal body-specific RNA 8	Approved	RNA, small nucleolar		U92	9p22.1	677776	ENSG00000251733		847	Small Cajal body-specific RNAs
HGNC:32566	SCARNA9	small Cajal body-specific RNA 9	Approved	RNA, small nucleolar		mgU2-19/30, Z32	11q21	619383	ENSG00000254911	OTTHUMG00000167450	847	Small Cajal body-specific RNAs
HGNC:33559	SCARNA9L	small Cajal body-specific RNA 9 like	Approved	pseudogene			Xp22.12	100158262			847	Small Cajal body-specific RNAs
HGNC:32706	SNORD10	small nucleolar RNA, C/D box 10	Approved	RNA, small nucleolar		mgU6-77	17p13.1	652966	ENSG00000238917		845	Small nucleolar RNAs, C/D box
HGNC:32763	SNORD100	small nucleolar RNA, C/D box 100	Approved	RNA, small nucleolar		HBII-429	6q23.2	594838	ENSG00000221500		845	Small nucleolar RNAs, C/D box
HGNC:32764	SNORD101	small nucleolar RNA, C/D box 101	Approved	RNA, small nucleolar		U101	6q23.2	594837	ENSG00000206754		845	Small nucleolar RNAs, C/D box
HGNC:10099	SNORD102	small nucleolar RNA, C/D box 102	Approved	RNA, small nucleolar	RNU102	U102	13q12.2	26771	ENSG00000207500		845	Small nucleolar RNAs, C/D box
HGNC:32766	SNORD103A	small nucleolar RNA, C/D box 103A	Approved	RNA, small nucleolar		U103	1p35.2	692234			845	Small nucleolar RNAs, C/D box
HGNC:32767	SNORD103B	small nucleolar RNA, C/D box 103B	Approved	RNA, small nucleolar		U103B	1p35.2	692235			845	Small nucleolar RNAs, C/D box
HGNC:32744	SNORD103C	small nucleolar RNA, C/D box 103C	Approved	RNA, small nucleolar	SNORD85	HBII-251	1p35.2	692200			845	Small nucleolar RNAs, C/D box
HGNC:32768	SNORD104	small nucleolar RNA, C/D box 104	Approved	RNA, small nucleolar		U104	17q23.3	692227	ENSG00000199753		845	Small nucleolar RNAs, C/D box
HGNC:32769	SNORD105	small nucleolar RNA, C/D box 105	Approved	RNA, small nucleolar		U105	19p13.2	692229	ENSG00000209645		845	Small nucleolar RNAs, C/D box
HGNC:33572	SNORD105B	small nucleolar RNA, C/D box 105B	Approved	RNA, small nucleolar			2q33.1	100113382	ENSG00000238531		845	Small nucleolar RNAs, C/D box
HGNC:32771	SNORD107	small nucleolar RNA, C/D box 107	Approved	RNA, small nucleolar		HBII-436	15q11.2	91380	ENSG00000276314		845	Small nucleolar RNAs, C/D box
HGNC:32772	SNORD108	small nucleolar RNA, C/D box 108	Approved	RNA, small nucleolar		HBII-437	15q11.2	338427	ENSG00000239014		845	Small nucleolar RNAs, C/D box
HGNC:32773	SNORD109A	small nucleolar RNA, C/D box 109A	Approved	RNA, small nucleolar		HBII-438a	15q11.2	338428	ENSG00000274640		845	Small nucleolar RNAs, C/D box
HGNC:32774	SNORD109B	small nucleolar RNA, C/D box 109B	Approved	RNA, small nucleolar		HBII-438b	15q11.2	338429	ENSG00000239169		845	Small nucleolar RNAs, C/D box
HGNC:32707	SNORD11	small nucleolar RNA, C/D box 11	Approved	RNA, small nucleolar		HBII-95	2q33.1	692058	ENSG00000238317		845	Small nucleolar RNAs, C/D box
HGNC:32775	SNORD110	small nucleolar RNA, C/D box 110	Approved	RNA, small nucleolar		HBII-55	20p13	692213	ENSG00000221116		845	Small nucleolar RNAs, C/D box
HGNC:32776	SNORD111	small nucleolar RNA, C/D box 111	Approved	RNA, small nucleolar		HBII-82	16q22.1	692214	ENSG00000221066		845	Small nucleolar RNAs, C/D box
HGNC:33579	SNORD111B	small nucleolar RNA, C/D box 111B	Approved	RNA, small nucleolar	MIR3647	hsa-mir-3647	16q22.1	100113402	ENSG00000221514		845	Small nucleolar RNAs, C/D box
HGNC:32777	SNORD112	small nucleolar RNA, C/D box 112	Approved	RNA, small nucleolar		14q(0)	14q32.31	692215	ENSG00000275662		845	Small nucleolar RNAs, C/D box
HGNC:32980	SNORD113-1	small nucleolar RNA, C/D box 113-1	Approved	RNA, small nucleolar		14q(I-1)	14q32.31	767561	ENSG00000202191		845	Small nucleolar RNAs, C/D box
HGNC:32981	SNORD113-2	small nucleolar RNA, C/D box 113-2	Approved	RNA, small nucleolar		14q(I-2)	14q32.31	767562	ENSG00000212384		845	Small nucleolar RNAs, C/D box
HGNC:32982	SNORD113-3	small nucleolar RNA, C/D box 113-3	Approved	RNA, small nucleolar		14q(I-3)	14q32.31	767563	ENSG00000201700		845	Small nucleolar RNAs, C/D box
HGNC:32983	SNORD113-4	small nucleolar RNA, C/D box 113-4	Approved	RNA, small nucleolar		14q(I-4)	14q32.31	767564	ENSG00000201672		845	Small nucleolar RNAs, C/D box
HGNC:32984	SNORD113-5	small nucleolar RNA, C/D box 113-5	Approved	RNA, small nucleolar		14q(I-5)	14q32.31	767565	ENSG00000272474		845	Small nucleolar RNAs, C/D box
HGNC:32985	SNORD113-6	small nucleolar RNA, C/D box 113-6	Approved	RNA, small nucleolar		14q(I-6)	14q32.31	767566	ENSG00000200215		845	Small nucleolar RNAs, C/D box
HGNC:32986	SNORD113-7	small nucleolar RNA, C/D box 113-7	Approved	RNA, small nucleolar		14q(I-7)	14q32.31	767567	ENSG00000200632		845	Small nucleolar RNAs, C/D box
HGNC:32987	SNORD113-8	small nucleolar RNA, C/D box 113-8	Approved	RNA, small nucleolar		14q(I-8)	14q32.31	767568	ENSG00000200367		845	Small nucleolar RNAs, C/D box
HGNC:32988	SNORD113-9	small nucleolar RNA, C/D box 113-9	Approved	RNA, small nucleolar		14q(I-9)	14q32.31	767569	ENSG00000201950		845	Small nucleolar RNAs, C/D box
HGNC:32989	SNORD114-1	small nucleolar RNA, C/D box 114-1	Approved	RNA, small nucleolar		14q(II-1)	14q32.31	767577	ENSG00000199575		845	Small nucleolar RNAs, C/D box
HGNC:32990	SNORD114-2	small nucleolar RNA, C/D box 114-2	Approved	RNA, small nucleolar		14q(II-2)	14q32.31	767578	ENSG00000200823		845	Small nucleolar RNAs, C/D box
HGNC:32991	SNORD114-3	small nucleolar RNA, C/D box 114-3	Approved	RNA, small nucleolar		14q(II-3)	14q32.31	767579	ENSG00000201839		845	Small nucleolar RNAs, C/D box
HGNC:32992	SNORD114-4	small nucleolar RNA, C/D box 114-4	Approved	RNA, small nucleolar		14q(II-4)	14q32.31	767580	ENSG00000200832		845	Small nucleolar RNAs, C/D box
HGNC:32993	SNORD114-5	small nucleolar RNA, C/D box 114-5	Approved	RNA, small nucleolar		14q(II-5)	14q32.31	767581	ENSG00000199798		845	Small nucleolar RNAs, C/D box
HGNC:32994	SNORD114-6	small nucleolar RNA, C/D box 114-6	Approved	RNA, small nucleolar		14q(II-6)	14q32.31	767582	ENSG00000201263		845	Small nucleolar RNAs, C/D box
HGNC:32995	SNORD114-7	small nucleolar RNA, C/D box 114-7	Approved	RNA, small nucleolar		14q(II-7)	14q32.31	767583	ENSG00000199390		845	Small nucleolar RNAs, C/D box
HGNC:32996	SNORD114-8	small nucleolar RNA, C/D box 114-8	Approved	RNA, small nucleolar		14q(II-8)	14q32.31	767584			845	Small nucleolar RNAs, C/D box
HGNC:32997	SNORD114-9	small nucleolar RNA, C/D box 114-9	Approved	RNA, small nucleolar		14q(II-9)	14q32.31	767585	ENSG00000201240		845	Small nucleolar RNAs, C/D box
HGNC:32998	SNORD114-10	small nucleolar RNA, C/D box 114-10	Approved	RNA, small nucleolar		14q(II-10)	14q32.31	767588	ENSG00000200279		845	Small nucleolar RNAs, C/D box
HGNC:32999	SNORD114-11	small nucleolar RNA, C/D box 114-11	Approved	RNA, small nucleolar		14q(II-11)	14q32.31	767589	ENSG00000200608		845	Small nucleolar RNAs, C/D box
HGNC:33000	SNORD114-12	small nucleolar RNA, C/D box 114-12	Approved	RNA, small nucleolar		14q(II-12)	14q32.31	767590	ENSG00000202270		845	Small nucleolar RNAs, C/D box
HGNC:33001	SNORD114-13	small nucleolar RNA, C/D box 114-13	Approved	RNA, small nucleolar		14q(II-13)	14q32.31	767591	ENSG00000201247		845	Small nucleolar RNAs, C/D box
HGNC:33002	SNORD114-14	small nucleolar RNA, C/D box 114-14	Approved	RNA, small nucleolar		14q(II-14)	14q32.31	767592	ENSG00000199593		845	Small nucleolar RNAs, C/D box
HGNC:33003	SNORD114-15	small nucleolar RNA, C/D box 114-15	Approved	RNA, small nucleolar		14q(II-15)	14q32.31	767593	ENSG00000201557		845	Small nucleolar RNAs, C/D box
HGNC:33004	SNORD114-16	small nucleolar RNA, C/D box 114-16	Approved	RNA, small nucleolar		14q(II-16)	14q32.31	767594	ENSG00000199914		845	Small nucleolar RNAs, C/D box
HGNC:33005	SNORD114-17	small nucleolar RNA, C/D box 114-17	Approved	RNA, small nucleolar		14q(II-17)	14q32.31	767595	ENSG00000201569		845	Small nucleolar RNAs, C/D box
HGNC:33006	SNORD114-18	small nucleolar RNA, C/D box 114-18	Approved	RNA, small nucleolar		14q(II-18)	14q32.31	767596	ENSG00000202142		845	Small nucleolar RNAs, C/D box
HGNC:33007	SNORD114-19	small nucleolar RNA, C/D box 114-19	Approved	RNA, small nucleolar		14q(II-19)	14q32.31	767597	ENSG00000199942		845	Small nucleolar RNAs, C/D box
HGNC:33008	SNORD114-20	small nucleolar RNA, C/D box 114-20	Approved	RNA, small nucleolar		14q(II-20)	14q32.31	767598	ENSG00000202048		845	Small nucleolar RNAs, C/D box
HGNC:33009	SNORD114-21	small nucleolar RNA, C/D box 114-21	Approved	RNA, small nucleolar		14q(II-21)	14q32.31	767599	ENSG00000272344		845	Small nucleolar RNAs, C/D box
HGNC:33010	SNORD114-22	small nucleolar RNA, C/D box 114-22	Approved	RNA, small nucleolar		14q(II-22)	14q32.31	767600	ENSG00000202293		845	Small nucleolar RNAs, C/D box
HGNC:33011	SNORD114-23	small nucleolar RNA, C/D box 114-23	Approved	RNA, small nucleolar		14q(II-23)	14q32.31	767603	ENSG00000200406		845	Small nucleolar RNAs, C/D box
HGNC:33012	SNORD114-24	small nucleolar RNA, C/D box 114-24	Approved	RNA, small nucleolar		14q(II-24)	14q32.31	767604	ENSG00000201899		845	Small nucleolar RNAs, C/D box
HGNC:33013	SNORD114-25	small nucleolar RNA, C/D box 114-25	Approved	RNA, small nucleolar		14q(II-25)	14q32.31	767605	ENSG00000200612		845	Small nucleolar RNAs, C/D box
HGNC:33014	SNORD114-26	small nucleolar RNA, C/D box 114-26	Approved	RNA, small nucleolar		14q(II-26)	14q32.31	767606	ENSG00000200413		845	Small nucleolar RNAs, C/D box
HGNC:33015	SNORD114-27	small nucleolar RNA, C/D box 114-27	Approved	RNA, small nucleolar		14q(II-27)	14q32.31	767608	ENSG00000200636		845	Small nucleolar RNAs, C/D box
HGNC:33016	SNORD114-28	small nucleolar RNA, C/D box 114-28	Approved	RNA, small nucleolar		14q(II-28)	14q32.31	767609	ENSG00000200480		845	Small nucleolar RNAs, C/D box
HGNC:33017	SNORD114-29	small nucleolar RNA, C/D box 114-29	Approved	RNA, small nucleolar		14q(II-29)	14q32.31	767610	ENSG00000201689		845	Small nucleolar RNAs, C/D box
HGNC:33018	SNORD114-30	small nucleolar RNA, C/D box 114-30	Approved	RNA, small nucleolar		14q(II-30)	14q32.31	767611	ENSG00000201318		845	Small nucleolar RNAs, C/D box
HGNC:33019	SNORD114-31	small nucleolar RNA, C/D box 114-31	Approved	RNA, small nucleolar		14q(II-31)	14q32.31	767612	ENSG00000200089		845	Small nucleolar RNAs, C/D box
HGNC:33020	SNORD115-1	small nucleolar RNA, C/D box 115-1	Approved	RNA, small nucleolar		HBII-52-1	15q11.2	338433	ENSG00000201831		845	Small nucleolar RNAs, C/D box
HGNC:33029	SNORD115-10	small nucleolar RNA, C/D box 115-10	Approved	RNA, small nucleolar		HBII-52-10	15q11.2	100033447	ENSG00000201943		845	Small nucleolar RNAs, C/D box
HGNC:33030	SNORD115-11	small nucleolar RNA, C/D box 115-11	Approved	RNA, small nucleolar		HBII-52-11	15q11.2	100033448	ENSG00000200486		845	Small nucleolar RNAs, C/D box
HGNC:33031	SNORD115-12	small nucleolar RNA, C/D box 115-12	Approved	RNA, small nucleolar		HBII-52-12	15q11.2	100033449	ENSG00000199453		845	Small nucleolar RNAs, C/D box
HGNC:33032	SNORD115-13	small nucleolar RNA, C/D box 115-13	Approved	RNA, small nucleolar		HBII-52-13	15q11.2	100033450	ENSG00000273835		845	Small nucleolar RNAs, C/D box
HGNC:33033	SNORD115-14	small nucleolar RNA, C/D box 115-14	Approved	RNA, small nucleolar		HBII-52-14	15q11.2	100033451	ENSG00000199960		845	Small nucleolar RNAs, C/D box
HGNC:33034	SNORD115-15	small nucleolar RNA, C/D box 115-15	Approved	RNA, small nucleolar		HBII-52-15	15q11.2	100033453	ENSG00000201679		845	Small nucleolar RNAs, C/D box
HGNC:33035	SNORD115-16	small nucleolar RNA, C/D box 115-16	Approved	RNA, small nucleolar		HBII-52-16	15q11.2	100033454	ENSG00000200757		845	Small nucleolar RNAs, C/D box
HGNC:33036	SNORD115-17	small nucleolar RNA, C/D box 115-17	Approved	RNA, small nucleolar		HBII-52-17	15q11.2	100033455	ENSG00000201482		845	Small nucleolar RNAs, C/D box
HGNC:33037	SNORD115-18	small nucleolar RNA, C/D box 115-18	Approved	RNA, small nucleolar		HBII-52-18	15q11.2	100033456	ENSG00000200163		845	Small nucleolar RNAs, C/D box
HGNC:33038	SNORD115-19	small nucleolar RNA, C/D box 115-19	Approved	RNA, small nucleolar		HBII-52-19	15q11.2	100033458	ENSG00000199968		845	Small nucleolar RNAs, C/D box
HGNC:33021	SNORD115-2	small nucleolar RNA, C/D box 115-2	Approved	RNA, small nucleolar		HBII-52-2	15q11.2	100033437	ENSG00000199712		845	Small nucleolar RNAs, C/D box
HGNC:33039	SNORD115-20	small nucleolar RNA, C/D box 115-20	Approved	RNA, small nucleolar		HBII-52-20	15q11.2	100033460	ENSG00000201969		845	Small nucleolar RNAs, C/D box
HGNC:33040	SNORD115-21	small nucleolar RNA, C/D box 115-21	Approved	RNA, small nucleolar		HBII-52-21	15q11.2	100033603	ENSG00000199833		845	Small nucleolar RNAs, C/D box
HGNC:33041	SNORD115-22	small nucleolar RNA, C/D box 115-22	Approved	RNA, small nucleolar		HBII-52-22	15q11.2	100033799	ENSG00000201326		845	Small nucleolar RNAs, C/D box
HGNC:33042	SNORD115-23	small nucleolar RNA, C/D box 115-23	Approved	RNA, small nucleolar		HBII-52-23	15q11.2	100033800	ENSG00000201331		845	Small nucleolar RNAs, C/D box
HGNC:33043	SNORD115-24	small nucleolar RNA, C/D box 115-24	Approved	RNA, small nucleolar		HBII-52-24	15q11.2	100036563	ENSG00000200398		845	Small nucleolar RNAs, C/D box
HGNC:33044	SNORD115-25	small nucleolar RNA, C/D box 115-25	Approved	RNA, small nucleolar		HBII-52-25	15q11.2	100033801	ENSG00000199489		845	Small nucleolar RNAs, C/D box
HGNC:33045	SNORD115-26	small nucleolar RNA, C/D box 115-26	Approved	RNA, small nucleolar		HBII-52-26	15q11.2	100033802	ENSG00000275524		845	Small nucleolar RNAs, C/D box
HGNC:33046	SNORD115-27	small nucleolar RNA, C/D box 115-27	Approved	RNA, small nucleolar		HBII-52-27	15q11.2	100036564	ENSG00000201300		845	Small nucleolar RNAs, C/D box
HGNC:33047	SNORD115-28	small nucleolar RNA, C/D box 115-28	Approved	RNA, small nucleolar		HBII-52-28	15q11.2	100036565	ENSG00000200801		845	Small nucleolar RNAs, C/D box
HGNC:33048	SNORD115-29	small nucleolar RNA, C/D box 115-29	Approved	RNA, small nucleolar		HBII-52-29	15q11.2	100033803	ENSG00000199704		845	Small nucleolar RNAs, C/D box
HGNC:33022	SNORD115-3	small nucleolar RNA, C/D box 115-3	Approved	RNA, small nucleolar		HBII-52-3	15q11.2	100033440	ENSG00000199970		845	Small nucleolar RNAs, C/D box
HGNC:33049	SNORD115-30	small nucleolar RNA, C/D box 115-30	Approved	RNA, small nucleolar		HBII-52-30	15q11.2	100033804	ENSG00000200987		845	Small nucleolar RNAs, C/D box
HGNC:33050	SNORD115-31	small nucleolar RNA, C/D box 115-31	Approved	RNA, small nucleolar		HBII-52-31	15q11.2	100033805	ENSG00000202188		845	Small nucleolar RNAs, C/D box
HGNC:33051	SNORD115-32	small nucleolar RNA, C/D box 115-32	Approved	RNA, small nucleolar		HBII-52-32	15q11.2	100033806	ENSG00000200949		845	Small nucleolar RNAs, C/D box
HGNC:33052	SNORD115-33	small nucleolar RNA, C/D box 115-33	Approved	RNA, small nucleolar		HBII-52-33	15q11.2	100033807	ENSG00000200593		845	Small nucleolar RNAs, C/D box
HGNC:33053	SNORD115-34	small nucleolar RNA, C/D box 115-34	Approved	RNA, small nucleolar		HBII-52-34	15q11.2	100033808	ENSG00000199311		845	Small nucleolar RNAs, C/D box
HGNC:33054	SNORD115-35	small nucleolar RNA, C/D box 115-35	Approved	RNA, small nucleolar		HBII-52-35	15q11.2	100033809	ENSG00000201992		845	Small nucleolar RNAs, C/D box
HGNC:33055	SNORD115-36	small nucleolar RNA, C/D box 115-36	Approved	RNA, small nucleolar		HBII-52-36	15q11.2	100033810	ENSG00000202499		845	Small nucleolar RNAs, C/D box
HGNC:33056	SNORD115-37	small nucleolar RNA, C/D box 115-37	Approved	RNA, small nucleolar		HBII-52-37	15q11.2	100033811	ENSG00000200638		845	Small nucleolar RNAs, C/D box
HGNC:33057	SNORD115-38	small nucleolar RNA, C/D box 115-38	Approved	RNA, small nucleolar		HBII-52-38	15q11.2	100033812	ENSG00000201907		845	Small nucleolar RNAs, C/D box
HGNC:33058	SNORD115-39	small nucleolar RNA, C/D box 115-39	Approved	RNA, small nucleolar		HBII-52-39	15q11.2	100033813	ENSG00000200564		845	Small nucleolar RNAs, C/D box
HGNC:33023	SNORD115-4	small nucleolar RNA, C/D box 115-4	Approved	RNA, small nucleolar		HBII-52-4	15q11.2	100033441	ENSG00000200680		845	Small nucleolar RNAs, C/D box
HGNC:33059	SNORD115-40	small nucleolar RNA, C/D box 115-40	Approved	RNA, small nucleolar		HBII-52-40	15q11.2	100033814	ENSG00000272460		845	Small nucleolar RNAs, C/D box
HGNC:33060	SNORD115-41	small nucleolar RNA, C/D box 115-41	Approved	RNA, small nucleolar		HBII-52-41	15q11.2	100033815	ENSG00000200478		845	Small nucleolar RNAs, C/D box
HGNC:33061	SNORD115-42	small nucleolar RNA, C/D box 115-42	Approved	RNA, small nucleolar		HBII-52-42	15q11.2	100033816	ENSG00000201143		845	Small nucleolar RNAs, C/D box
HGNC:33062	SNORD115-43	small nucleolar RNA, C/D box 115-43	Approved	RNA, small nucleolar		HBII-52-43	15q11.2	100033817	ENSG00000202373		845	Small nucleolar RNAs, C/D box
HGNC:33063	SNORD115-44	small nucleolar RNA, C/D box 115-44	Approved	RNA, small nucleolar		HBII-52-44	15q11.2	100033818	ENSG00000202261		845	Small nucleolar RNAs, C/D box
HGNC:33064	SNORD115-45	small nucleolar RNA, C/D box 115-45	Approved	RNA, small nucleolar		HBII-52-45, SNORD115-48	15q11.2	100036566	ENSG00000212380		845	Small nucleolar RNAs, C/D box
HGNC:42798	SNORD115-46	small nucleolar RNA, C/D box 115-46	Approved	RNA, small nucleolar		HBII-52-46	15q11.2 not on reference assembly	100873857	ENSG00000276844		845	Small nucleolar RNAs, C/D box
HGNC:33065	SNORD115-47	small nucleolar RNA, C/D box 115-47	Approved	RNA, small nucleolar		HBII-52-47	15q11.2	100036567	ENSG00000212528		845	Small nucleolar RNAs, C/D box
HGNC:33343	SNORD115-48	small nucleolar RNA, C/D box 115-48	Approved	RNA, small nucleolar		HBII-52-48	15q11.2	100033822	ENSG00000201634		845	Small nucleolar RNAs, C/D box
HGNC:33024	SNORD115-5	small nucleolar RNA, C/D box 115-5	Approved	RNA, small nucleolar		HBII-52-5	15q11.2	100033442	ENSG00000200503		845	Small nucleolar RNAs, C/D box
HGNC:33025	SNORD115-6	small nucleolar RNA, C/D box 115-6	Approved	RNA, small nucleolar		HBII-52-6	15q11.2	100033443	ENSG00000200812		845	Small nucleolar RNAs, C/D box
HGNC:33026	SNORD115-7	small nucleolar RNA, C/D box 115-7	Approved	RNA, small nucleolar		HBII-52-7	15q11.2	100033444	ENSG00000278089		845	Small nucleolar RNAs, C/D box
HGNC:33027	SNORD115-8	small nucleolar RNA, C/D box 115-8	Approved	RNA, small nucleolar		HBII-52-8	15q11.2	100033445	ENSG00000200726		845	Small nucleolar RNAs, C/D box
HGNC:33028	SNORD115-9	small nucleolar RNA, C/D box 115-9	Approved	RNA, small nucleolar		HBII-52-9	15q11.2	100033446	ENSG00000199782		845	Small nucleolar RNAs, C/D box
HGNC:33067	SNORD116-1	small nucleolar RNA, C/D box 116-1	Approved	RNA, small nucleolar		HBII-85-1	15q11.2	100033413	ENSG00000207063		845	Small nucleolar RNAs, C/D box
HGNC:33076	SNORD116-10	small nucleolar RNA, C/D box 116-10	Approved	RNA, small nucleolar		HBII-85-10	15q11.2	100033422	ENSG00000200661		845	Small nucleolar RNAs, C/D box
HGNC:33077	SNORD116-11	small nucleolar RNA, C/D box 116-11	Approved	RNA, small nucleolar		HBII-85-11	15q11.2	100033423	ENSG00000206609		845	Small nucleolar RNAs, C/D box
HGNC:33078	SNORD116-12	small nucleolar RNA, C/D box 116-12	Approved	RNA, small nucleolar		HBII-85-12	15q11.2	100033424	ENSG00000207197		845	Small nucleolar RNAs, C/D box
HGNC:33079	SNORD116-13	small nucleolar RNA, C/D box 116-13	Approved	RNA, small nucleolar		HBII-85-13	15q11.2	100033425	ENSG00000207137		845	Small nucleolar RNAs, C/D box
HGNC:33080	SNORD116-14	small nucleolar RNA, C/D box 116-14	Approved	RNA, small nucleolar		HBII-85-14	15q11.2	100033426	ENSG00000206621		845	Small nucleolar RNAs, C/D box
HGNC:33081	SNORD116-15	small nucleolar RNA, C/D box 116-15	Approved	RNA, small nucleolar		HBII-85-15	15q11.2	100033427	ENSG00000207174		845	Small nucleolar RNAs, C/D box
HGNC:33082	SNORD116-16	small nucleolar RNA, C/D box 116-16	Approved	RNA, small nucleolar		HBII-85-16	15q11.2	100033428	ENSG00000207263		845	Small nucleolar RNAs, C/D box
HGNC:33083	SNORD116-17	small nucleolar RNA, C/D box 116-17	Approved	RNA, small nucleolar		HBII-85-17	15q11.2	100033429	ENSG00000206656		845	Small nucleolar RNAs, C/D box
HGNC:33084	SNORD116-18	small nucleolar RNA, C/D box 116-18	Approved	RNA, small nucleolar		HBII-85-18	15q11.2	100033430	ENSG00000206688		845	Small nucleolar RNAs, C/D box
HGNC:33085	SNORD116-19	small nucleolar RNA, C/D box 116-19	Approved	RNA, small nucleolar		HBII-85-19	15q11.2	727708	ENSG00000207460		845	Small nucleolar RNAs, C/D box
HGNC:33068	SNORD116-2	small nucleolar RNA, C/D box 116-2	Approved	RNA, small nucleolar		HBII-85-2	15q11.2	100033414	ENSG00000207001		845	Small nucleolar RNAs, C/D box
HGNC:33086	SNORD116-20	small nucleolar RNA, C/D box 116-20	Approved	RNA, small nucleolar		HBII-85-20	15q11.2	100033431	ENSG00000278715		845	Small nucleolar RNAs, C/D box
HGNC:33087	SNORD116-21	small nucleolar RNA, C/D box 116-21	Approved	RNA, small nucleolar		HBII-85-21	15q11.2	100033432	ENSG00000277785		845	Small nucleolar RNAs, C/D box
HGNC:33088	SNORD116-22	small nucleolar RNA, C/D box 116-22	Approved	RNA, small nucleolar		HBII-85-22	15q11.2	100033433	ENSG00000275127		845	Small nucleolar RNAs, C/D box
