HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Synonyms	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:34357	SNORA70E	small nucleolar RNA, H/ACA box 70E	Approved	RNA, small nucleolar		U70E	11q	100379250	ENSG00000207221		846	Small nucleolar RNAs, H/ACA box
HGNC:34358	SNORA70F	small nucleolar RNA, H/ACA box 70F	Approved	RNA, small nucleolar		U70F	2q24.3	100337591	ENSG00000206869		846	Small nucleolar RNAs, H/ACA box
HGNC:34359	SNORA70G	small nucleolar RNA, H/ACA box 70G	Approved	RNA, small nucleolar		U70G	12q14	100379132	ENSG00000206650		846	Small nucleolar RNAs, H/ACA box
HGNC:52214	SNORA70H	small nucleolar RNA, H/ACA box 70H	Approved	RNA, small nucleolar			1q32.1	109616993	ENSG00000206637		846	Small nucleolar RNAs, H/ACA box
HGNC:52215	SNORA70I	small nucleolar RNA, H/ACA box 70I	Approved	RNA, small nucleolar			2q35	109617008	ENSG00000207274		846	Small nucleolar RNAs, H/ACA box
HGNC:52216	SNORA70J	small nucleolar RNA, H/ACA box 70J	Approved	RNA, small nucleolar			5q35.1	109616973	ENSG00000206909		846	Small nucleolar RNAs, H/ACA box
HGNC:10232	SNORA71A	small nucleolar RNA, H/ACA box 71A	Approved	RNA, small nucleolar	RNU71A	U71a	20q11.23	26777	ENSG00000225091		846	Small nucleolar RNAs, H/ACA box
HGNC:10233	SNORA71B	small nucleolar RNA, H/ACA box 71B	Approved	RNA, small nucleolar	RNU71B	U71b	20q11.23	26776	ENSG00000235408	OTTHUMG00000032446	846	Small nucleolar RNAs, H/ACA box
HGNC:32656	SNORA71C	small nucleolar RNA, H/ACA box 71C	Approved	RNA, small nucleolar		U71c	20q11.23	677839	ENSG00000201512		846	Small nucleolar RNAs, H/ACA box
HGNC:32657	SNORA71D	small nucleolar RNA, H/ACA box 71D	Approved	RNA, small nucleolar		U71d	20q11.23	677840	ENSG00000200354		846	Small nucleolar RNAs, H/ACA box
HGNC:32632	SNORA71E	small nucleolar RNA, H/ACA box 71E	Approved	RNA, small nucleolar	SNORA39	ACA39	20q11.23	677821	ENSG00000274309		846	Small nucleolar RNAs, H/ACA box
HGNC:10234	SNORA72	small nucleolar RNA, H/ACA box 72	Approved	RNA, small nucleolar	RNU72	U72	8q22.2	26775	ENSG00000207067		846	Small nucleolar RNAs, H/ACA box
HGNC:10115	SNORA73A	small nucleolar RNA, H/ACA box 73A	Approved	RNA, small nucleolar	RNE1, RNU17A	U17A, E1-7, E1b, E1	1p36.1	6080	ENSG00000274266		846	Small nucleolar RNAs, H/ACA box
HGNC:10116	SNORA73B	small nucleolar RNA, H/ACA box 73B	Approved	RNA, small nucleolar	RNU17B, RNU105A	U17B, E1c	1p35.3	26768	ENSG00000200087		846	Small nucleolar RNAs, H/ACA box
HGNC:10119	SNORA74A	small nucleolar RNA, H/ACA box 74A	Approved	RNA, small nucleolar	RNU19	U19	5q31.2	26821	ENSG00000200959		846	Small nucleolar RNAs, H/ACA box
HGNC:32660	SNORA74B	small nucleolar RNA, H/ACA box 74B	Approved	RNA, small nucleolar		U19-2	5q35.1	677841	ENSG00000212402		846	Small nucleolar RNAs, H/ACA box
HGNC:52217	SNORA74C-1	small nucleolar RNA, H/ACA box 74C-1	Approved	RNA, small nucleolar			10q11.23	109616974	ENSG00000265733		846	Small nucleolar RNAs, H/ACA box
HGNC:52218	SNORA74C-2	small nucleolar RNA, H/ACA box 74C-2	Approved	RNA, small nucleolar			10q11.23	109617009	ENSG00000223111		846	Small nucleolar RNAs, H/ACA box
HGNC:52219	SNORA74D	small nucleolar RNA, H/ACA box 74D	Approved	RNA, small nucleolar			5q31.2	109616975	ENSG00000252213		846	Small nucleolar RNAs, H/ACA box
HGNC:32661	SNORA75	small nucleolar RNA, H/ACA box 75	Approved	RNA, small nucleolar		U23, SNORA75A	2q37.1	654321	ENSG00000206885		846	Small nucleolar RNAs, H/ACA box
HGNC:52220	SNORA75B	small nucleolar RNA, H/ACA box 75B	Approved	RNA, small nucleolar			4p15.32	109616994	ENSG00000206780		846	Small nucleolar RNAs, H/ACA box
HGNC:32663	SNORA77	small nucleolar RNA, H/ACA box 77	Approved	RNA, small nucleolar		ACA63, SNORA77A	1q32.1	677843	ENSG00000221643		846	Small nucleolar RNAs, H/ACA box
HGNC:52221	SNORA77B	small nucleolar RNA, H/ACA box 77B	Approved	RNA, small nucleolar			22q11.21	109617010	ENSG00000264346		846	Small nucleolar RNAs, H/ACA box
HGNC:32664	SNORA78	small nucleolar RNA, H/ACA box 78	Approved	RNA, small nucleolar		ACA64	16p13.3	677844	ENSG00000273587		846	Small nucleolar RNAs, H/ACA box
HGNC:32665	SNORA79	small nucleolar RNA, H/ACA box 79	Approved	RNA, small nucleolar		ACA65, SNORA79A	14q31.1	677845	ENSG00000221303		846	Small nucleolar RNAs, H/ACA box
HGNC:52222	SNORA79B	small nucleolar RNA, H/ACA box 79B	Approved	RNA, small nucleolar			14q11.2	109616976	ENSG00000222489		846	Small nucleolar RNAs, H/ACA box
HGNC:32592	SNORA7A	small nucleolar RNA, H/ACA box 7A	Approved	RNA, small nucleolar		ACA7	3p25.2	619563	ENSG00000207496		846	Small nucleolar RNAs, H/ACA box
HGNC:32593	SNORA7B	small nucleolar RNA, H/ACA box 7B	Approved	RNA, small nucleolar		ACA7B	3q21.3	677797	ENSG00000207088		846	Small nucleolar RNAs, H/ACA box
HGNC:32596	SNORA8	small nucleolar RNA, H/ACA box 8	Approved	RNA, small nucleolar		ACA8	11q21	654320	ENSG00000207304		846	Small nucleolar RNAs, H/ACA box
HGNC:32666	SNORA80A	small nucleolar RNA, H/ACA box 80A	Approved	RNA, small nucleolar	SNORA80	ACA67	21q22.11	677846	ENSG00000200792		846	Small nucleolar RNAs, H/ACA box
HGNC:34355	SNORA80B	small nucleolar RNA, H/ACA box 80B	Approved	RNA, small nucleolar		ACA67B	2p25.1	100302743	ENSG00000206633		846	Small nucleolar RNAs, H/ACA box
HGNC:50434	SNORA80C	small nucleolar RNA, H/ACA box 80C	Approved	RNA, small nucleolar			16p11.2	109616959	ENSG00000199787		846	Small nucleolar RNAs, H/ACA box
HGNC:50435	SNORA80D	small nucleolar RNA, H/ACA box 80D	Approved	RNA, small nucleolar			7p22.1	109616999	ENSG00000207217		846	Small nucleolar RNAs, H/ACA box
HGNC:32635	SNORA80E	small nucleolar RNA, H/ACA box 80E	Approved	RNA, small nucleolar	SNORA42	ACA42	1q22	677823	ENSG00000207475		846	Small nucleolar RNAs, H/ACA box
HGNC:32667	SNORA81	small nucleolar RNA, H/ACA box 81	Approved	RNA, small nucleolar		HBI-61	3q27.3	677847	ENSG00000221420		846	Small nucleolar RNAs, H/ACA box
HGNC:33615	SNORA84	small nucleolar RNA, H/ACA box 84	Approved	RNA, small nucleolar			9q22.31	100124534	ENSG00000239183		846	Small nucleolar RNAs, H/ACA box
HGNC:50390	SNORA86	small nucleolar RNA, H/ACA box 86	Approved	RNA, small nucleolar			10p11.22	106633814			846	Small nucleolar RNAs, H/ACA box
HGNC:50391	SNORA87	small nucleolar RNA, H/ACA box 87	Approved	RNA, small nucleolar			10q25.2	106635520			846	Small nucleolar RNAs, H/ACA box
HGNC:50392	SNORA88	small nucleolar RNA, H/ACA box 88	Approved	RNA, small nucleolar			11p13	106635521			846	Small nucleolar RNAs, H/ACA box
HGNC:50393	SNORA89	small nucleolar RNA, H/ACA box 89	Approved	RNA, small nucleolar			14q13.1	106635522			846	Small nucleolar RNAs, H/ACA box
HGNC:32597	SNORA9	small nucleolar RNA, H/ACA box 9	Approved	RNA, small nucleolar		ACA9, SNORA9A	7p13	677798	ENSG00000277184		846	Small nucleolar RNAs, H/ACA box
HGNC:50394	SNORA90	small nucleolar RNA, H/ACA box 90	Approved	RNA, small nucleolar			17q12	106635523			846	Small nucleolar RNAs, H/ACA box
HGNC:50395	SNORA91	small nucleolar RNA, H/ACA box 91	Approved	RNA, small nucleolar			21q22.3	106635524			846	Small nucleolar RNAs, H/ACA box
HGNC:50396	SNORA92	small nucleolar RNA, H/ACA box 92	Approved	RNA, small nucleolar			22q13.1	106635525			846	Small nucleolar RNAs, H/ACA box
HGNC:50397	SNORA93	small nucleolar RNA, H/ACA box 93	Approved	RNA, small nucleolar			3p25.1	106635526			846	Small nucleolar RNAs, H/ACA box
HGNC:50398	SNORA94	small nucleolar RNA, H/ACA box 94	Approved	RNA, small nucleolar			3p21.31	106635528			846	Small nucleolar RNAs, H/ACA box
HGNC:50399	SNORA95	small nucleolar RNA, H/ACA box 95	Approved	RNA, small nucleolar			3p12.1	106635529			846	Small nucleolar RNAs, H/ACA box
HGNC:50402	SNORA98	small nucleolar RNA, H/ACA box 98	Approved	RNA, small nucleolar			6q24.2	106635530			846	Small nucleolar RNAs, H/ACA box
HGNC:50403	SNORA99	small nucleolar RNA, H/ACA box 99	Approved	RNA, small nucleolar			8p23.1	106635531			846	Small nucleolar RNAs, H/ACA box
HGNC:52223	SNORA9B	small nucleolar RNA, H/ACA box 9B	Approved	RNA, small nucleolar			12q24.31	109616977	ENSG00000206897		846	Small nucleolar RNAs, H/ACA box
